Bathrooms (bin),Bedrooms (bin),Condition,Date,Id,Price (bin),View,Waterfront,Yr Built,Zipcode,Bathrooms,Bedrooms,Floors,Grade,Lat,Long,Price,Sqft Living,Sqft Lot
0.8,3,Good,8/20/2014,2391601010,390K,No View,No,1948,98116,1,3,1,6,47.564,-122.398,425000,1240,5750
0.8,3,Good,1/5/2015,3501600100,460K,No View,No,1926,98117,1,3,1,6,47.6937,-122.362,490000,920,4800
0.8,3,Good,8/11/2014,1588600110,425K,No View,No,1929,98117,1,3,1,6,47.6951,-122.367,450000,1290,5440
0.8,3,Good,10/10/2014,2919701944,460K,No View,No,1944,98117,1,3,1,6,47.6889,-122.362,474000,1140,4560
0.8,3,Good,3/25/2015,3330501120,319K,No View,No,1910,98118,1,3,1,6,47.5518,-122.279,320000,960,6180
0.8,3,Good,5/21/2014,7131300025,177K,No View,No,1916,98118,1,3,1,6,47.5166,-122.269,210000,1240,4842
0.8,3,Good,5/5/2015,8121100015,531K,No View,No,1917,98118,1,3,1,6,47.5683,-122.285,550000,1070,3713
0.8,3,Good,4/24/2015,3330500075,460K,No View,No,1926,98118,1,3,1,6,47.5532,-122.277,465000,930,3348
0.8,3,Good,4/7/2015,3336000791,319K,No View,No,1943,98118,1,3,1,6,47.5273,-122.265,325000,950,4500
0.8,3,Good,5/1/2015,1703900005,460K,No View,No,1949,98118,1,3,1,6,47.5551,-122.273,465000,1210,4872
0.8,3,Good,10/7/2014,6882520050,248K,No View,No,1973,98118,1,3,1,6,47.5289,-122.28,250000,930,6060
0.8,3,Good,10/9/2014,4077800258,390K,No View,No,1930,98125,1,3,1,6,47.7098,-122.283,400000,1000,7800
0.8,3,Good,5/6/2014,751000060,319K,No View,No,1947,98125,1,3,1,6,47.7098,-122.291,353000,1350,7740
0.8,3,Good,8/4/2014,3992700265,354K,No View,No,1949,98125,1,3,1,6,47.7121,-122.287,385100,1060,8040
0.8,3,Good,3/12/2015,4365200620,390K,No View,No,1923,98126,1,3,1,6,47.5212,-122.371,394000,1450,7930
0.8,3,Good,8/25/2014,9269200831,390K,No View,No,1945,98126,1,3,1,6,47.5343,-122.37,392000,1090,6125
0.8,3,Good,4/20/2015,6411600113,354K,No View,No,1910,98133,1,3,1,6,47.7125,-122.33,375000,1210,7425
0.8,3,Good,2/23/2015,7283900010,319K,No View,No,1916,98133,1,3,1,6,47.7637,-122.351,350000,1080,7000
0.8,3,Good,5/21/2014,6411600069,319K,No View,No,1947,98133,1,3,1,6,47.7125,-122.331,325000,990,6750
0.8,3,Good,8/6/2014,7625701891,425K,No View,No,1917,98136,1,3,1,6,47.5499,-122.391,435000,1400,4800
0.8,3,Good,10/24/2014,1250200345,213K,No View,No,1903,98144,1,3,1,6,47.5982,-122.299,230000,680,2400
0.8,3,Good,8/13/2014,8121101380,460K,No View,No,1919,98144,1,3,1,6,47.57,-122.285,475000,1380,4635
0.8,3,Good,11/13/2014,9834200411,390K,No View,No,1947,98144,1,3,1,6,47.575,-122.289,390000,950,3621
0.8,3,Good,8/22/2014,9357000230,248K,No View,No,1942,98146,1,3,1,6,47.5117,-122.378,267000,940,4700
0.8,3,Good,3/23/2015,9357000635,319K,No View,No,1943,98146,1,3,1,6,47.5116,-122.379,345000,1060,5600
0.8,3,Good,6/23/2014,3432501295,283K,No View,No,1932,98155,1,3,1,6,47.7471,-122.317,290000,1150,8145
0.8,3,Good,6/25/2014,7304300760,319K,No View,No,1947,98155,1,3,1,6,47.7416,-122.319,349000,1010,8184
0.8,3,Good,7/7/2014,7305300045,319K,No View,No,1948,98155,1,3,1,6,47.7552,-122.327,320000,1560,7552
0.8,3,Good,4/28/2015,2968800645,213K,No View,No,1958,98166,1,3,1,6,47.4583,-122.353,215000,960,7200
0.8,3,Good,5/27/2014,1430800258,213K,No View,No,1971,98166,1,3,1,6,47.4729,-122.352,244000,910,5250
0.8,3,Good,5/13/2014,2968800660,283K,No View,No,1973,98166,1,3,1,6,47.459,-122.355,285000,1090,8640
0.8,3,Good,10/9/2014,1447600410,283K,No View,No,1942,98168,1,3,1,6,47.4949,-122.327,290000,1480,32700
0.8,3,Good,10/30/2014,3361402041,106K,No View,No,1942,98168,1,3,1,6,47.4961,-122.322,134000,1270,8508
0.8,3,Good,6/20/2014,7460000015,177K,No View,No,1953,98168,1,3,1,6,47.4864,-122.317,203000,1150,7156
0.8,3,Good,8/18/2014,3626039028,390K,No View,No,1917,98177,1,3,1,6,47.7024,-122.359,417500,1160,7491
0.8,3,Good,5/20/2014,226039186,283K,No View,No,1950,98177,1,3,1,6,47.7746,-122.378,299950,910,8000
0.8,3,Good,8/14/2014,7812800565,283K,No View,No,1944,98178,1,3,1,6,47.496,-122.239,289500,960,6400
0.8,3,Good,6/24/2014,4059400585,213K,No View,No,1945,98178,1,3,1,6,47.5013,-122.244,218000,880,18205
0.8,3,Good,11/21/2014,3352400351,177K,No View,No,1947,98178,1,3,1,6,47.5045,-122.27,200000,1480,5600
0.8,3,Good,7/26/2014,4435600330,142K,No View,No,1943,98188,1,3,1,6,47.449,-122.29,165000,910,8700
0.8,3,Good,2/12/2015,422049178,142K,No View,No,1954,98188,1,3,1,6,47.4232,-122.292,147200,1420,9600
0.8,3,Good,9/10/2014,5379806155,213K,No View,No,1971,98188,1,3,1,6,47.4459,-122.278,216500,1020,11652
0.8,3,Good,8/12/2014,7686203180,142K,No View,No,1954,98198,1,3,1,6,47.4206,-122.316,172500,1040,7500
0.8,3,Good,2/27/2015,7686203275,106K,No View,No,1954,98198,1,3,1,6,47.4204,-122.316,140000,1240,8000
0.8,3,Good,3/26/2015,7686203385,177K,No View,No,1954,98198,1,3,1,6,47.42,-122.317,204000,980,8000
0.8,3,Good,5/5/2015,2946001950,248K,No View,No,1954,98198,1,3,1,6,47.4187,-122.323,248000,1260,6000
0.8,3,Good,3/23/2015,7893203450,248K,No View,No,1956,98198,1,3,1,6,47.4195,-122.33,280000,1400,13975
0.8,3,Good,12/23/2014,6889000060,213K,No View,No,1961,98198,1,3,1,6,47.3781,-122.314,225000,1010,7633
0.8,3,Good,5/13/2015,3445000274,142K,No View,No,1962,98198,1,3,1,6,47.4167,-122.302,170000,970,8710
0.8,3,Good,3/10/2015,9456200405,177K,No View,No,1970,98198,1,3,1,6,47.3776,-122.315,205950,970,11963
0.8,3,Good,9/5/2014,7140600190,213K,No View,No,1957,98002,1.5,3,1,6,47.2903,-122.214,233500,1580,10517
0.8,3,Good,4/17/2015,1421069117,213K,No View,No,1977,98010,1.5,3,1,6,47.3119,-122.015,240000,1460,13503
0.8,3,Good,11/18/2014,8658300455,213K,No View,No,1976,98014,1.5,3,1,6,47.6496,-121.908,225000,1390,12500
0.8,3,Good,11/20/2014,7575500080,177K,No View,No,1990,98022,1.5,3,1,6,47.1948,-121.999,202000,1420,9081
0.8,3,Good,5/6/2014,1788700230,177K,No View,No,1959,98023,1.5,3,1,6,47.3266,-122.348,191000,800,8850
0.8,3,Good,5/6/2015,1523069022,283K,No View,No,1948,98027,1.5,3,1,6,47.4743,-122.026,300000,1630,82764
0.8,3,Good,3/30/2015,6829900080,248K,No View,No,1964,98030,1.5,3,1,6,47.3768,-122.17,275000,1400,9750
0.8,3,Good,5/12/2014,1759701600,460K,No View,No,1956,98033,1.5,3,1,6,47.6641,-122.185,465000,2020,11358
0.8,3,Good,1/12/2015,3026059014,390K,No View,No,1914,98034,1.5,3,1,6,47.7094,-122.228,400000,1950,4473
0.8,3,Good,11/14/2014,2525300540,177K,No View,No,1969,98038,1.5,3,1,6,47.3609,-122.028,185000,1090,9605
0.8,3,Good,4/22/2015,822079033,319K,No View,No,1980,98038,1.5,3,1,6,47.4056,-121.955,350000,1250,219978
0.8,3,Good,9/18/2014,8651401720,213K,No View,No,1968,98042,1.5,3,1,6,47.3632,-122.087,215000,1610,5304
0.8,3,Good,7/14/2014,2892700041,142K,No View,No,1963,98055,1.5,3,1,6,47.4499,-122.189,168000,1370,7439
0.8,3,Good,1/28/2015,2892700041,213K,No View,No,1963,98055,1.5,3,1,6,47.4499,-122.189,238000,1370,7439
0.8,3,Good,9/9/2014,5112800233,283K,No View,No,1968,98058,1.5,3,1,6,47.4511,-122.089,289000,1970,22486
0.8,3,Good,3/16/2015,5104200420,319K,No View,No,1969,98059,1.5,3,1,6,47.4779,-122.145,320000,1490,10132
0.8,3,Good,1/13/2015,1269200150,354K,No View,No,1976,98070,1.5,3,1,6,47.3933,-122.454,358000,1150,27319
0.8,3,Good,8/18/2014,2114700460,248K,No View,No,1940,98106,1.5,3,1,6,47.5335,-122.349,249000,1070,5150
0.8,3,Good,7/15/2014,3438500798,248K,No View,No,1983,98106,1.5,3,1,6,47.5498,-122.355,275000,1060,6954
0.8,3,Good,4/30/2015,3438500796,283K,No View,No,1983,98106,1.5,3,1,6,47.5497,-122.355,310000,1060,6954
0.8,3,Good,11/18/2014,2685600090,319K,No View,No,1921,98108,1.5,3,1,6,47.5492,-122.3,345000,1030,6969
0.8,3,Good,6/26/2014,6855700115,354K,No View,No,1952,98125,1.5,3,1,6,47.7273,-122.309,357250,1400,8840
0.8,3,Good,9/24/2014,6145601995,354K,No View,No,1927,98133,1.5,3,1,6,47.7024,-122.35,370000,1560,6774
0.8,3,Good,8/28/2014,1900600105,248K,No View,No,1918,98166,1.5,3,1,6,47.4683,-122.351,255000,1490,6604
0.8,3,Good,5/28/2014,4331400090,248K,No View,No,1953,98166,1.5,3,1,6,47.4759,-122.349,270000,1430,8960
0.8,3,Good,6/16/2014,6031400013,142K,No View,No,1949,98168,1.5,3,1,6,47.4878,-122.314,150000,1230,8056
0.8,3,Good,6/25/2014,1180007005,248K,No View,No,1951,98178,1.5,3,1,6,47.4927,-122.224,265950,1150,8450
0.8,3,Good,9/23/2014,2946000912,177K,No View,No,1954,98198,1.5,3,1,6,47.422,-122.321,212500,1270,7128
0.8,3,Good,10/20/2014,2770606915,390K,No View,No,1950,98199,1.5,3,1,6,47.6578,-122.39,420000,1050,6615
1.6,3,Good,5/28/2014,5706600150,213K,No View,No,1983,98001,1.75,3,1,6,47.2666,-122.254,215000,1210,8075
1.6,3,Good,6/16/2014,3313600340,177K,No View,No,1957,98002,1.75,3,1,6,47.2853,-122.22,183000,1070,8100
1.6,3,Good,2/25/2015,6151800606,213K,No View,No,1971,98010,1.75,3,1,6,47.3434,-122.049,235000,1520,12246
1.6,3,Good,5/9/2014,4047200655,319K,No View,No,1979,98019,1.75,3,1,6,47.7731,-121.897,336900,1780,120661
1.6,3,Good,9/24/2014,3306300630,177K,No View,No,1967,98023,1.75,3,1,6,47.2955,-122.362,212000,1100,9750
1.6,3,Good,8/18/2014,8041100010,354K,No View,No,1967,98027,1.75,3,1,6,47.4616,-121.98,377000,1820,34800
1.6,3,Good,8/15/2014,4151800420,638K,No View,No,1942,98033,1.75,3,1,6,47.6643,-122.203,657500,980,6002
1.6,3,Good,5/21/2014,8680100030,354K,No View,No,1961,98033,1.75,3,1,6,47.697,-122.175,374000,2000,9416
1.6,3,Good,2/27/2015,1022069050,177K,No View,No,1958,98038,1.75,3,1,6,47.4018,-122.037,207000,1180,21275
1.6,3,Good,10/31/2014,323089095,354K,No View,No,1943,98045,1.75,3,1,6,47.4996,-121.778,380000,1300,12378
1.6,3,Good,10/21/2014,1237500540,213K,No View,No,1945,98052,1.75,3,1,6,47.6774,-122.164,225000,1370,10866
1.6,3,Good,12/22/2014,1237500540,248K,No View,No,1945,98052,1.75,3,1,6,47.6774,-122.164,270000,1370,10866
1.6,3,Good,4/28/2015,9476200680,213K,No View,No,1944,98056,1.75,3,1,6,47.4917,-122.188,226000,1490,6269
1.6,3,Good,8/27/2014,1463400081,213K,No View,No,1964,98059,1.75,3,1,6,47.4752,-122.133,230000,1260,10164
1.6,3,Good,9/5/2014,2551500180,283K,No View,No,1971,98070,1.75,3,1,6,47.4341,-122.446,295000,1250,9486
1.6,3,Good,8/13/2014,921059200,213K,No View,No,1984,98092,1.75,3,1,6,47.3156,-122.186,216000,1310,8670
1.6,3,Good,4/22/2015,3797001895,460K,No View,No,1918,98103,1.75,3,1,6,47.6846,-122.345,481000,1560,3000
1.6,3,Good,9/4/2014,263000291,425K,No View,No,1919,98103,1.75,3,1,6,47.6985,-122.348,433500,1540,9450
1.6,3,Good,8/20/2014,6338000592,531K,No View,No,1925,98105,1.75,3,1,6,47.67,-122.284,565000,1540,4800
1.6,3,Good,5/28/2014,2112700845,248K,No View,No,1918,98106,1.75,3,1,6,47.5353,-122.352,270000,1300,4127
1.6,3,Good,9/15/2014,1773100510,390K,No View,No,1941,98106,1.75,3,1,6,47.5588,-122.364,396000,2340,5668
1.6,3,Good,9/24/2014,4302200625,319K,No View,No,1949,98106,1.75,3,1,6,47.5277,-122.355,335000,1790,5120
1.6,3,Good,6/18/2014,9165100130,425K,No View,No,1928,98117,1.75,3,1,6,47.6825,-122.391,450000,1180,4080
1.6,3,Good,6/19/2014,106000015,425K,No View,No,1948,98117,1.75,3,1,6,47.701,-122.368,435000,1310,8065
1.6,3,Good,8/1/2014,3904100089,177K,No View,No,1912,98118,1.75,3,1,6,47.5336,-122.278,190000,1350,7370
1.6,3,Good,3/18/2015,3904100089,283K,No View,No,1912,98118,1.75,3,1,6,47.5336,-122.278,300000,1350,7370
1.6,3,Good,5/7/2014,8121100255,425K,No View,No,1947,98118,1.75,3,1,6,47.5689,-122.284,440000,1500,6180
1.6,3,Good,11/22/2014,402000115,248K,No View,No,1951,98118,1.75,3,1,6,47.5305,-122.277,263500,1540,6273
1.6,3,Good,2/24/2015,2397100155,567K,No View,No,1904,98119,1.75,3,1,6,47.6386,-122.365,589000,920,3600
1.6,3,Good,2/19/2015,7715600050,354K,No View,No,1944,98125,1.75,3,1,6,47.719,-122.307,385000,1560,5950
1.6,3,Good,10/2/2014,751000190,354K,No View,No,1948,98125,1.75,3,1,6,47.7107,-122.291,355000,1120,7740
1.6,3,Good,9/22/2014,952000925,425K,No View,No,1917,98126,1.75,3,1,6,47.567,-122.38,430000,1440,4025
1.6,3,Good,10/16/2014,7452500190,319K,No View,No,1950,98126,1.75,3,1,6,47.5194,-122.375,345000,710,5050
1.6,3,Good,9/22/2014,3645100240,425K,No View,No,1916,98133,1.75,3,1,6,47.7061,-122.352,443000,1640,4579
1.6,3,Good,8/19/2014,6401700010,390K,No View,No,1939,98144,1.75,3,1,6,47.5938,-122.315,410000,1510,6597
1.6,3,Good,1/13/2015,6303400981,177K,No View,No,1918,98146,1.75,3,1,6,47.5064,-122.356,190000,1160,5850
1.6,3,Good,4/7/2015,797000256,319K,No View,No,1981,98168,1.75,3,1,6,47.5102,-122.324,339950,1330,12092
1.6,3,Good,8/22/2014,9265700005,390K,No View,No,1954,98177,1.75,3,1,6,47.762,-122.362,395000,1740,6220
1.6,3,Good,5/5/2014,6821101870,496K,No View,No,1944,98199,1.75,3,1,6,47.6515,-122.399,524000,1560,5520
1.6,3,Good,11/18/2014,1657000070,248K,No View,No,1942,98030,2,3,1,6,47.3734,-122.193,250000,1470,12096
1.6,3,Good,7/14/2014,3888100030,390K,No View,No,1968,98033,2,3,1,6,47.6876,-122.168,410000,1270,10227
1.6,3,Good,4/21/2015,7471900045,283K,No View,No,1936,98055,2,3,1,6,47.4799,-122.232,287500,1760,7147
1.6,3,Good,7/22/2014,3343903240,425K,No View,No,1900,98056,2,3,1,6,47.5092,-122.195,452000,2270,148975
1.6,3,Good,6/3/2014,7227501645,213K,No View,No,1942,98056,2,3,1,6,47.4947,-122.185,230000,1440,5600
1.6,3,Good,5/5/2014,1823069213,248K,No View,No,1958,98059,2,3,1,6,47.4873,-122.099,249950,1550,15040
1.6,3,Good,11/6/2014,9517200180,354K,No View,No,1983,98072,2,3,1,6,47.7587,-122.144,375000,1410,10078
1.6,3,Good,8/22/2014,2147300050,460K,No View,No,1940,98118,2,3,1,6,47.5515,-122.262,462600,1320,4000
1.6,3,Good,4/7/2015,7663700551,319K,No View,No,1951,98125,2,3,1,6,47.7333,-122.302,336000,1060,11765
1.6,3,Good,10/23/2014,7625701830,496K,No View,No,1908,98136,2,3,1,6,47.5508,-122.392,521000,1840,6000
1.6,3,Good,7/23/2014,3524039228,390K,No View,No,1930,98136,2,3,1,6,47.5314,-122.392,394000,1160,3441
1.6,3,Good,2/9/2015,7520000440,213K,No View,No,1942,98146,2,3,1,6,47.4963,-122.35,214000,1580,5080
1.6,3,Good,1/26/2015,3739500096,213K,No View,No,1953,98155,2,3,1,6,47.7372,-122.307,229000,1540,6000
1.6,3,Good,5/5/2015,3739500096,425K,No View,No,1953,98155,2,3,1,6,47.7372,-122.307,430000,1540,6000
1.6,3,Good,10/14/2014,4338800500,248K,No View,No,1944,98166,2,3,1,6,47.4779,-122.342,262500,1130,7200
1.6,3,Good,1/15/2015,8019201061,213K,No View,No,1961,98168,2,3,1,6,47.4942,-122.322,235000,1090,8400
2.4,3,Good,7/11/2014,1604600085,390K,No View,No,1910,98118,2.5,3,1,6,47.5621,-122.291,400000,2020,3000
0.0,3,Good,10/27/2014,6430000070,354K,No View,No,1923,98103,0.75,3,1,7,47.6872,-122.346,355000,1420,3060
0.0,3,Good,1/22/2015,5016001619,673K,No View,No,1968,98112,0.75,3,1,7,47.6239,-122.297,699999,1240,4000
0.8,3,Good,10/8/2014,1021049057,177K,No View,No,1943,98001,1,3,1,7,47.3221,-122.282,207000,1980,18730
0.8,3,Good,7/24/2014,3356403400,142K,No View,No,1953,98001,1,3,1,7,47.2861,-122.253,159000,1360,20000
0.8,3,Good,11/7/2014,4013200145,425K,No View,No,1959,98001,1,3,1,7,47.3259,-122.289,429000,1540,37950
0.8,3,Good,6/10/2014,4031000460,177K,No View,No,1962,98001,1,3,1,7,47.2958,-122.284,199500,920,9812
0.8,3,Good,3/21/2015,6085000130,213K,No View,No,1967,98001,1,3,1,7,47.3112,-122.265,230000,1140,9639
0.8,3,Good,3/26/2015,7585000110,177K,No View,No,1967,98001,1,3,1,7,47.2956,-122.272,201700,1010,9576
0.8,3,Good,10/27/2014,7696500280,177K,No View,No,1971,98001,1,3,1,7,47.3337,-122.275,182500,910,7194
0.8,3,Good,8/4/2014,3750605247,248K,No View,No,1972,98001,1,3,1,7,47.2616,-122.281,255000,1710,12000
0.8,3,Good,9/4/2014,3599600150,177K,No View,No,1972,98001,1,3,1,7,47.2633,-122.245,201000,1220,22443
0.8,3,Good,4/22/2015,7696620100,248K,No View,No,1976,98001,1,3,1,7,47.3318,-122.277,254999,1580,7560
0.8,3,Good,6/4/2014,3751603173,177K,No View,No,1977,98001,1,3,1,7,47.2816,-122.269,212500,920,14400
0.8,3,Good,10/22/2014,7468900235,142K,No View,No,1954,98002,1,3,1,7,47.2979,-122.223,163500,940,7200
0.8,3,Good,4/20/2015,7468900245,177K,No View,No,1954,98002,1,3,1,7,47.2979,-122.224,188200,1260,7265
0.8,3,Good,7/29/2014,7468900270,106K,No View,No,1955,98002,1,3,1,7,47.2975,-122.223,140000,1090,10114
0.8,3,Good,3/17/2015,7889000160,213K,No View,No,1958,98002,1,3,1,7,47.285,-122.207,222000,990,7520
0.8,3,Good,3/19/2015,7889000125,213K,No View,No,1958,98002,1,3,1,7,47.285,-122.206,235000,1864,6978
0.8,3,Good,10/6/2014,304000380,177K,No View,No,1962,98002,1,3,1,7,47.288,-122.196,197000,1090,17630
0.8,3,Good,6/17/2014,7345000120,177K,No View,No,1967,98002,1,3,1,7,47.2787,-122.205,206000,1320,7000
0.8,3,Good,7/7/2014,2891000450,213K,No View,No,1967,98002,1,3,1,7,47.3256,-122.209,229500,1230,6000
0.8,3,Good,2/3/2015,7345000340,177K,No View,No,1967,98002,1,3,1,7,47.278,-122.205,208000,1020,6120
0.8,3,Good,8/25/2014,2891100820,213K,No View,No,1968,98002,1,3,1,7,47.3245,-122.209,213500,1220,6000
0.8,3,Good,9/9/2014,7345200400,177K,No View,No,1968,98002,1,3,1,7,47.2761,-122.208,205000,1010,8800
0.8,3,Good,11/7/2014,7683800192,177K,No View,No,1952,98003,1,3,1,7,47.3335,-122.305,179950,960,10125
0.8,3,Good,6/26/2014,7984400005,248K,No View,No,1954,98003,1,3,1,7,47.3256,-122.298,253500,1640,12384
0.8,3,Good,3/31/2015,537000445,248K,No View,No,1954,98003,1,3,1,7,47.3255,-122.304,282950,1250,8200
0.8,3,Good,1/21/2015,421049116,213K,No View,No,1956,98003,1,3,1,7,47.3298,-122.297,216000,1280,8712
0.8,3,Good,12/18/2014,7683800212,213K,No View,No,1959,98003,1,3,1,7,47.3348,-122.303,229000,1010,12705
0.8,3,Good,4/21/2015,7683800010,177K,No View,No,1959,98003,1,3,1,7,47.3352,-122.297,205000,1300,9880
0.8,3,Good,3/25/2015,643000110,213K,No View,No,1962,98003,1,3,1,7,47.3311,-122.326,247500,1660,11060
0.8,3,Good,2/2/2015,2329600280,213K,No View,No,1963,98003,1,3,1,7,47.329,-122.33,225900,1510,8800
0.8,3,Good,7/8/2014,5153900150,177K,No View,No,1967,98003,1,3,1,7,47.3325,-122.321,205000,1180,8240
0.8,3,Good,10/17/2014,1745100140,177K,No View,No,1967,98003,1,3,1,7,47.3271,-122.323,210000,1700,11390
0.8,3,Good,7/8/2014,2268000370,177K,No View,No,1968,98003,1,3,1,7,47.2741,-122.301,190000,910,10575
0.8,3,Good,7/21/2014,2268000050,213K,No View,No,1968,98003,1,3,1,7,47.2742,-122.299,229900,1010,8848
0.8,3,Good,12/31/2014,2268000470,213K,No View,No,1968,98003,1,3,1,7,47.2738,-122.301,241500,1400,10425
0.8,3,Good,11/19/2014,271200130,213K,No View,No,1969,98003,1,3,1,7,47.3444,-122.304,215000,1690,7700
0.8,3,Good,4/24/2015,7983200060,213K,No View,No,1969,98003,1,3,1,7,47.3343,-122.306,230000,1250,9774
0.8,3,Good,3/25/2015,2268000180,213K,No View,No,1970,98003,1,3,1,7,47.275,-122.302,230000,1250,9035
0.8,3,Good,5/23/2014,2450000320,602K,No View,No,1951,98004,1,3,1,7,47.5822,-122.196,607000,1230,8114
0.8,3,Good,10/17/2014,650000030,744K,No View,No,1951,98004,1,3,1,7,47.6071,-122.197,745000,1390,9112
0.8,3,Good,3/16/2015,8084400010,638K,No View,No,1951,98004,1,3,1,7,47.6322,-122.212,650000,920,6750
0.8,3,Good,12/2/2014,6684500040,708K,No View,No,1952,98004,1,3,1,7,47.5974,-122.2,725000,940,8377
0.8,3,Good,1/27/2015,1266200015,779K,No View,No,1952,98004,1,3,1,7,47.6245,-122.193,805500,1440,10330
0.8,3,Good,8/28/2014,249000115,638K,No View,No,1953,98004,1,3,1,7,47.6337,-122.199,650000,1300,8266
0.8,3,Good,10/20/2014,8146100580,744K,No View,No,1954,98004,1,3,1,7,47.6094,-122.194,765000,1220,7585
0.8,3,Good,12/1/2014,8146100610,638K,No View,No,1954,98004,1,3,1,7,47.6088,-122.193,672000,1220,8573
0.8,3,Good,12/22/2014,424059052,390K,No View,No,1943,98005,1,3,1,7,47.593,-122.165,400000,1300,14138
0.8,3,Good,5/1/2015,6206100030,531K,No View,No,1953,98005,1,3,1,7,47.5908,-122.173,550000,980,10960
0.8,3,Good,6/30/2014,2202500080,248K,No View,No,1954,98006,1,3,1,7,47.5746,-122.136,248000,950,9400
0.8,3,Good,8/8/2014,2201500185,390K,No View,No,1954,98006,1,3,1,7,47.5742,-122.139,397500,1030,10480
0.8,3,Good,9/29/2014,2201500555,354K,No View,No,1954,98006,1,3,1,7,47.574,-122.138,385000,1420,10980
0.8,3,Good,10/20/2014,2201500980,425K,No View,No,1954,98006,1,3,1,7,47.5741,-122.133,450000,1350,10000
0.8,3,Good,10/28/2014,2201500450,460K,No View,No,1954,98006,1,3,1,7,47.5716,-122.139,473000,1280,10000
0.8,3,Good,4/6/2015,2201500490,425K,No View,No,1954,98006,1,3,1,7,47.572,-122.139,435000,950,10080
0.8,3,Good,7/8/2014,2205700405,460K,No View,No,1955,98006,1,3,1,7,47.5771,-122.151,479000,1340,13750
0.8,3,Good,8/18/2014,2206500105,283K,No View,No,1955,98006,1,3,1,7,47.5765,-122.154,290000,960,9000
0.8,3,Good,11/17/2014,2206500550,354K,No View,No,1955,98006,1,3,1,7,47.5765,-122.155,375000,1040,9800
0.8,3,Good,2/9/2015,2205500575,390K,No View,No,1955,98006,1,3,1,7,47.5771,-122.144,390000,1200,10800
0.8,3,Good,1/6/2015,2207100740,460K,No View,No,1955,98007,1,3,1,7,47.5974,-122.149,463000,1250,7700
0.8,3,Good,5/4/2015,7923300230,460K,No View,No,1956,98007,1,3,1,7,47.5942,-122.136,479000,1480,10094
0.8,3,Good,8/13/2014,6751300130,496K,No View,No,1957,98007,1,3,1,7,47.5874,-122.136,510500,1270,8000
0.8,3,Good,4/14/2015,7923700030,460K,No View,No,1961,98007,1,3,1,7,47.5969,-122.14,490000,1420,11040
0.8,3,Good,12/19/2014,224059021,425K,No View,No,1950,98008,1,3,1,7,47.5974,-122.129,450000,1150,35415
0.8,3,Good,5/22/2014,4036801245,354K,No View,No,1956,98008,1,3,1,7,47.6032,-122.125,385000,1250,7300
0.8,3,Good,6/15/2014,4037000080,390K,No View,No,1957,98008,1,3,1,7,47.6034,-122.122,416000,1110,12150
0.8,3,Good,7/31/2014,4037700285,390K,No View,No,1958,98008,1,3,1,7,47.611,-122.122,415000,1300,7975
0.8,3,Good,9/24/2014,4036800900,425K,No View,No,1958,98008,1,3,1,7,47.6019,-122.123,447000,1310,7000
0.8,3,Good,8/12/2014,4038000055,390K,No View,No,1959,98008,1,3,1,7,47.6131,-122.123,425000,1320,7076
0.8,3,Good,12/1/2014,4038200480,460K,No View,No,1959,98008,1,3,1,7,47.6112,-122.128,480000,1160,8800
0.8,3,Good,1/5/2015,3298400350,283K,No View,No,1960,98008,1,3,1,7,47.625,-122.117,312500,1170,7350
0.8,3,Good,1/22/2015,259600260,319K,No View,No,1964,98008,1,3,1,7,47.6329,-122.121,345000,1250,7210
0.8,3,Good,2/11/2015,4040800120,425K,No View,No,1965,98008,1,3,1,7,47.6218,-122.116,447000,1220,7200
0.8,3,Good,4/2/2015,898000200,213K,No View,No,1959,98022,1,3,1,7,47.2021,-121.999,219950,1200,7727
0.8,3,Good,9/17/2014,920069053,177K,No View,No,1963,98022,1,3,1,7,47.238,-122.039,201000,960,15273
0.8,3,Good,11/12/2014,1163400070,213K,No View,No,1973,98022,1,3,1,7,47.2159,-121.964,220000,1660,21514
0.8,3,Good,3/11/2015,1788700295,142K,No View,No,1959,98023,1,3,1,7,47.3274,-122.346,172000,1350,9680
0.8,3,Good,2/6/2015,2337300370,142K,No View,No,1960,98023,1,3,1,7,47.3322,-122.337,175000,1030,8395
0.8,3,Good,8/26/2014,4168000110,177K,No View,No,1962,98023,1,3,1,7,47.3215,-122.351,207000,1080,10200
0.8,3,Good,12/4/2014,4168100020,177K,No View,No,1963,98023,1,3,1,7,47.3212,-122.352,209950,1660,8800
0.8,3,Good,3/10/2015,4168100130,213K,No View,No,1963,98023,1,3,1,7,47.3196,-122.351,230000,1380,10112
0.8,3,Good,9/19/2014,8945300040,213K,No View,No,1966,98023,1,3,1,7,47.3054,-122.371,225000,1290,8470
0.8,3,Good,12/9/2014,5557700210,177K,No View,No,1966,98023,1,3,1,7,47.3248,-122.345,192500,1100,9750
0.8,3,Good,10/14/2014,4388000460,177K,No View,No,1969,98023,1,3,1,7,47.3189,-122.373,195000,1070,7615
0.8,3,Good,3/30/2015,4388000260,177K,No View,No,1970,98023,1,3,1,7,47.3172,-122.372,200000,1150,10132
0.8,3,Good,7/29/2014,4388000140,177K,No View,No,1971,98023,1,3,1,7,47.3186,-122.373,194000,1070,6440
0.8,3,Good,9/12/2014,2188200785,177K,No View,No,1978,98023,1,3,1,7,47.2707,-122.34,196000,880,19600
